Console,Game,Collection,Genre,,Time,Score,Video,Speedrun,,,,Active,Done,
Tiger,Smurf,,LCD,,Emulation?,,,,,,,,,
Wii,Blast Works,,Shmup,,,,,,,,,x,,
Wii,Call of Duty 3,,FPS,,,,,,,,,x,,
Wii,De Blob,,Platformer,,,,,,,,,x,,
Wii,Deadly Creatures,,Adventure,,,,,,,,,x,,
Wii,Disaster: Day of Crisis,,Action/Shooter,,,,,,,,,x,,
Wii,Donkey Kong Country Returns,,Platformer,,8:14:15,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCV0DAwo5EV1swYCA6fhIuc,,,,,x,x,
Wii,Geometry Wars: Galaxies,,Shmup,,,,,,,,,x,,
Wii,Guitar Hero: Metallica,,Rythm,,Not allowed on Twitch,,,,,,,,,
Wii,Guitar Hero: World Tour (complete band),,Rythm,,Not allowed on Twitch,,,,,,,,,
Wii,Hot Wheels: Beat That!,,Racing,,16:06:53,4,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCR4NHrn6NpHqhK9NYl9GAt,,,,,x,x,
Wii,Kirby's Adventure Wii,,Platformer,,,,,,,,,x,,
Wii,Kirby's Epic Yarn,,Platformer,,4:19:06,8,https://youtu.be/JKkhEifnBV0,,,,,x,x,
Wii,Klonoa,,Platformer,,,,,,,,,x,,
Wii,MadWorld,,Beat 'm Up,,,,,,,,,x,,
Wii,Mario Kart Wii,,Racing,,8:01:37,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCxYisNBNpADoz7hmXHOSqH,,,,,x,x,
Wii,Mario Party 8,,Party,,,,,,,,,x,,
Wii,Mercury Meltdown Revolution,,Arcade,,15:40:05,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDRf28MaSt1eb6PeGm5S0v-,,,,,x,x,
Wii,Metroid Prime,,Adventure/FPS,,,,,,,,,x,,
Wii,Metroid Prime 2: Echoes,,Adventure/FPS,,,,,,,,,x,,
Wii,Metroid Prime 3: Corruption,,Adventure/FPS,,16:50:01,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDg8EMuJ5f1lqUQQqyxN4D3,,,,,x,x,
Wii,Metroid: Other M,,Adventure/Platformer,,,,,,,,,x,,
Wii,Monster 4x4 World Circuit,,Racing,,,,,,,,,x,,
Wii,Muramasa: The Demon Blade,,Beat 'm Up,,,,,,,,,x,,
Wii,Mushroom Men: The Spore Wars,,Platformer,,5:12:55,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAldh6l5AxBz0XSK3zg8hAj,,,,,x,x,
Wii,Need For Speed: Nitro,,Racing,,12:40:14,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBLDXI_Kjc_8q9oHkENLhuA,,,,,x,x,
Wii,Need For Speed: Undercover,,Racing,,,,,,,,,x,,
Wii,New Super Mario Brothers Wii,,Platformer,,,,,,,,,x,,
Wii,No More Heroes,,Beat 'm Up,,,,,,,,,x,,
Wii,No More Heroes 2: Desperate Struggle,,Beat 'm Up,,,,,,,,,x,,
Wii,Ōkami,,Adventure,,,,,,,,,x,,
Wii,Rampage: Total Destruction,,Beat 'm Up,,,,,,,,,x,,
Wii,Rayman Raving Rabbids,,Party,,,,,,,,,x,,
Wii,Shaun White Snowboarding: Road Trip,,Sports,,2:28:01,7,https://youtu.be/FLCdzDoh6Yg,,,,,x,x,
Wii,Sin And Punishment: Successor Of The Skies,,Shmup,,,,,,,,,x,,
Wii,Sonic Colours,,Platformer,,,,,,,,,x,,
Wii,Super Mario Galaxy,,Platformer,,,,,,,,,x,,
Wii,Super Mario Galaxy 2,,Platformer,,,,,,,,,x,,
Wii,Super Paper Mario,,RPG,,,,,,,,,x,,
Wii,Super Smash Brothers: Brawl,,Fighting,,10:13:57,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBjU7yg9NmYNN3kKYkCE31m,,,,,x,x,
Wii,Tatsunoko Vs. Capcom,,Fighting,,,,,,,,,x,,
Wii,The Conduit,,FPS,,,,,,,,,x,,
Wii,The Legend of Zelda: Skyward Sword,,Adventure,,,,,,,,,x,,
Wii,The Legend of Zelda: Twilight Princess,,Adventure,,28:41:48,9,,,,,,x,x,
Wii,Tony Hawk: Shred,,Sports,,,,,,,,,x,,
Wii,Trauma Center: New Blood,,Puzzle/Action,,12:35:01,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBC6dz4nHcF4ErPdyf7-1AZs,,,,,x,x,
Wii,Urban Extreme - Street Rage,,Racing,,,1,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBkR_P6emDH8IXS88H9MBTx,,"Added back to the list, may have found exploit",,,x,,
Wii,Wario Land: The Shake Dimention,,Platformer,,,,,,,,,x,,
Wii,Wii Sports,,Sports,,,,,,,,,x,,
Wii,Xenoblade Chronicles,,RPG,,,,,,,,,x,,
Wii U,Captain Toad: Treasure Tracker,,Puzzle/Adventure,,,,,,,,,x,,
Wii U,Donkey Kong Country Tropical Freeze,,Platformer,,,,,,,,,x,,
Wii U,Kirby and the Rainbow Paintbrush,,Action/Puzzle,,,,,,,,,x,,
Wii U,Legend of Kay Anniversary,,Adventure,,,,,,,,,x,,
Wii U,Mario Kart 8,,Racing,,,,,,,,,x,,
Wii U,New Super Luigi U,,Platformer,,,,,,,,,x,,
Wii U,New Super Mario Bros. U,,Platformer,,,,,,,,,x,,
Wii U,Pokkén Tournament,,Fighting,,,,,,,,,x,,
Wii U,Rayman Legends,,Platformer,,,,,,,,,x,,
Wii U,Skylanders: Imaginators,,Action/Adventure,,,,,,,,,x,,
Wii U,Skylanders: Superchargers,,Action/Adventure,,10:58:17,4,https://www.youtube.com/playlist?list=PLlNqyLg7AQBA8fFFO9EmUjas8gIlJW8-S,,,,,x,x,
Wii U,Star Fox Zero,,Shmup,,,,,,,,,x,,
Wii U,Super Mario 3D World,,Platformer,,7:30:01,9,https://www.youtube.com/playlist?list=PLlNqyLg7AQBB_VxtTw6FDar8u6jgzDj9P,,,,,x,x,
Wii U,Super Mario Maker,,Platformer,,,,,,,,,x,,
Wii U,Super Smash Bros. for Wii U,,Fighting,,,,,,,,,x,,
Wii U,The Wonderful 101,,Beat 'm Up,,,,,,,,,x,,
Wii U,Yoshi's Woolly World,,Platformer,,,,,,,,,x,,
Wii U,ZombiU,,Survival Horror,,,,,,,,,x,,
Wii VC,Super Mario RPG: Legend Of The Seven Stars,,RPG,,,,,,,,,x,,
WiiWare,Castlevania: The Adventure ReBirth,,Platformer,,,,,,,,,x,,
WiiWare,Mega Man 9,,Platformer,,2:48:11,8,https://youtu.be/eeuWSSMEvo0,,,,,x,x,
XB360,AMY,,Survival Horror,,6:08:14,4,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBqe_dpF6HEVUfRoJCnwBcE,,,,,x,x,
XB360,Assassin's Creed,,Action Adventure,,28:43:59,3,https://www.youtube.com/playlist?list=PLlNqyLg7AQBD7BDPm5RpBhCgffRdJ_UyN,,,,,x,x,
XB360,Battlefield: Bad Company 2,,FPS,,,,,,,,,x,,
XB360,Brave: The Video Game,,Action Adventure,,4:50:39,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBwXfIJdsJDklGrIAUxWQjk,x,https://youtu.be/8oqB7_nO6kk,,,x,x,
XB360,Burnout Paradise,,Racing,,8:57:50,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCbSCisoEZ25V82nFEXWTFl,,,,,x,x,
XB360,Call of Duty: Ghosts,,FPS,,,,,,,,,x,,
XB360,Call of Duty: Modern Warfare 2,,FPS,,,,,,,,,x,,
XB360,Cars 2,,Racing,,5:03:57,3,https://youtu.be/DHwt9n2LFhA,,,,,x,x,
XB360,Castlevania: Lords of Shadow - Mirror of Fate HD,,Adventure/Platformer,,9:47:16,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBA9gg6QHJQmK2wgdQf-gkDq,,,,,x,x,
XB360,Comic Jumper,,Shmup,,5:13:13,3,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCRvuyv5pO-IwZDMsTDYOiz,,,,,x,x,
XB360,Costume Quest,,RPG,,5:00:59,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCMvlgfXWVinDfkWKFJPkLl,,,,,x,x,
XB360,Crysis 2,,FPS,,11:02:52,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBB_nFutzT8W74n-yVQzcyAc,,,,,x,x,
XB360,Dark Souls II,,Action/Adventure,,,,,,,,,x,,
XB360,Deus Ex: Human Revolution,,Action Adventure,,,,,,,,,x,,
XB360,Dirt Showdown,,Racing,,,,,,,,,x,,
XB360,Fallout New Vegas,,Open World RPG,,,,,,,,,x,,
XB360,Far Cry 2,,FPS,,,,,,,,,x,,
XB360,FIFA 11,,Sports,,,,,,,,,x,,
XB360,Forza Horizon,,Racing,,,,,,,,,x,,
XB360,Forza Motorsport 2,,Racing,,,,,,,,,x,,
XB360,Forza Motorsport 3,,Racing,,,,,,,,,x,,
XB360,Gears of War 2,,FPS,,8:18:58,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBABKmEBUKUfp2juML-I9Hd,,,,,x,x,
XB360,Gears of War 3,,FPS,,8:59:43,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDMeZg9klYVfX3VmShQlAzD,,,,,x,x,
XB360,Joy Ride Turbo,,Racing,,1:57:00,5,https://youtu.be/CVoIR5W6eBo,,,,,x,x,
XB360,JuJu,,Platformer,,5:24:45,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBfp4pGk0SGQ7j0gl_NIQKs,,,,,x,x,
XB360,Kinect Adventures!,,Misc.,,,,,,,,,x,,
XB360,Lost Planet 2,,Shooter,,,,,,,,,x,,
XB360,Prototype,,Action/Adventure,,,,,,,,,x,,
XB360,Resident Evil 2: Revelations,,Survival Horror,,,,,,,,,x,,
XB360,Slender: The Arrival,,Survival Horror,,,,,,,,,x,,
XB360,Sonic & All-Stars Racing Transformed,,Racing,,14:58:28,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBChKRJwo2klWV4BeMBenOBV,,,,,x,x,
XB360,Sonic The Hedgehog,,Platformer,,,,,,,,,x,,
XB360,The Elder Scrolls V: Skyrim,,Open World RPG,,20:42:00,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBB6tho5hmlckym4Qkbf5lxG,,,,,x,x,
XB360,The Lord of the Rings: The Battle for Middle-Earth II,,RTS,,,,,,,,,x,,
XB360,The Secret of Monkey Island: Special Edition,,Adventure,,9:57:06,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCyJUxxoZM3aWN1hJ02jG_n,,,,,x,x,
XB360,Tom Clancy's: Splinter Cell Conviction,,Stealth Shooter,,,,,,,,,x,,
XB360,Torchlight,,Action RPG,,9:40:57,5,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDPFCPMoYsuJ5bLk7oViCyo,,,,,x,x,
XB360,Transformers: Dark of the Moon,,Action/Adventure,,,,,,,,,x,,
XB360,Turok,,FPS,,,,,,,,,x,,
XBONE,Adventure Time: Pirates of the Enchiridion,,RPG,,9:33:41,2,https://www.youtube.com/playlist?list=PLlNqyLg7AQBA-630Fdcw2WYz3fPGOyNku,,,,,x,x,
XBONE,Atic Atac,Rare Replay,Adventure,,,,,,,,,x,,
XBONE,Assassin's Creed Chronicles: China,,Action Adventure,,9:54:50,5,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAg9ryOvwS5vnQflJJKBczY,,,,,x,x,
XBONE,Back To The Future: The Game,,Adventure,,13:38:36,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBpnsOZZtpHOJKX2qzr40Pp,,,,,x,x,
XBONE,Banjo-Kazooie,Rare Replay,Platformer,,,,,,,,,x,,
XBONE,Banjo-Kazooie: Nuts & Bolts,Rare Replay,Platformer,,,,,,,,,x,,
XBONE,Banjo-Tooie,Rare Replay,Platformer,,,,,,,,,x,,
XBONE,Battletoads,Rare Replay,Platformer,,,,,,,,,x,,
XBONE,Battletoads Arcade,Rare Replay,Beat 'm Up,,,,,,,,,x,,
XBONE,Blast Corps,Rare Replay,Action/Adventure,,,,,,,,,x,,
XBONE,Cobra Triangle,Rare Replay,Action/Racing,,0:55:15,5,https://youtu.be/1KMN1Z7lmm4,,,,,x,x,
XBONE,Conker's Bad Furday,Rare Replay,Platformer,,,,,,,,,x,,
XBONE,Digger T. Rock,Rare Replay,Platformer,,,,,,,,,x,,
XBONE,DOOM,,FPS,,,,,,,,,x,,
XBONE,FIFA 16,,Sports,,,,,,,,,x,,
XBONE,Forza Horizon 3,,Racing,,x,7,x,,I finished these not too long before ,,,,,
XBONE,Forza Horizon 4,,Racing,,x,7,x,,"I started my challenge, and they're",,,,,
XBONE,Forza Horizon 5,,Racing,,44:10:40,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBok0lsjfTgNAZ8GdBrgIx4,,,,,x,x,
XBONE,Forza Motorsport 7,,Racing,,x,6,x,,too long to play again so soon.,,,,,
XBONE,Gone Home: Console Editon,,Adventure,,2:58:20,2,https://youtu.be/pOXCEj6ipbs,,,,,x,x,
XBONE,Grabbed by the Ghoulies,Rare Replay,Action Adventure,,,,,,,,,x,,
XBONE,Grow Up,,Action Adventure,,7:45:55,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCY0-ndTY0pYYi3GyAN6EeK,,,,,x,x,
XBONE,Gunfright,Rare Replay,Adventure/Shooter,,,,,,,,,x,,
XBONE,Heavy Weapon: Atomic Tank,,Shmup,,3:15:00,5,https://youtu.be/xWxXavyZdh4,,,,,x,x,
XBONE,Inside,,Puzzle Platformer,,3:27:02,9,https://youtu.be/FWM611pnYE8,,,,,x,x,
XBONE,Jet Force Gemini,Rare Replay,Adventure/Shooter,,19:31:36,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCXLZqgXqaRiDC1y5qMwDnz,,,,,x,x,
XBONE,Jetpac,Rare Replay,Arcade,,,,,,,,,x,,
XBONE,Jetpac Refuelled,Rare Replay,Arcade,,,,,,,,,x,,
XBONE,Kameo: Elements of Power,Rare Replay,Action/Adventure,,,,,,,,,x,,
XBONE,Killer Instinct 2 Classic,,Fighting,,,,,,,,,x,,
XBONE,Killer Instinct Gold,Rare Replay,Fighting,,,,,,,,,x,,
XBONE,Knight Lore,Rare Replay,Adventure,,,,,,,,,x,,
XBONE,Lunar Jetman,Rare Replay,Arcade,,,,,,,,,x,,
XBONE,Megaman 11,,Platformer,,7:09:24,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDFwyXOkSY9JwKxTKc7BQrd,,,,,x,x,
XBONE,Minecraft,,Open World,,,,,,,,,x,,
XBONE,Never Alone,,Platformer,,2:24:24,5,https://youtu.be/eYqAi31yWE4,x,https://youtu.be/kGLpwMjKTb0,,,x,x,
XBONE,Ori and the Will of the Wisps,,Platformer,,17:05:36,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBICeezVM3AWduNCwEVNypO,,,,,x,x,
XBONE,Perfect Dark,Rare Replay,FPS,,,,,,,,,x,,
XBONE,Perfect Dark Zero,Rare Replay,FPS,,,,,,,,,x,,
XBONE,R.C. Pro-Am,Rare Replay,Racing,,,,,,,,,x,,
XBONE,R.C. Pro-Am II,Rare Replay,Racing,,1:48:44,3,https://youtu.be/5G9elcm2EW8,,,,,x,x,
XBONE,Saber Wulf,Rare Replay,Adventure,,,,,,,,,x,,
XBONE,Shantae: Half-Genie Hero,,Platformer,,8:05:59,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBsy-12lSxmQt6a6huCKlRt,,,,,x,x,
XBONE,Slalom,Rare Replay,Sports,,,,,,,,,x,,
XBONE,Slayaway Camp: Butcher's Cut,,Puzzle,,8:46:21,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBCXTywPcqdX82YXkY5EUy75,,,,,x,x,
XBONE,Snake Rattle N Roll,Rare Replay,Platformer,,,,,,,,,x,,
XBONE,Solar Jetman,Rare Replay,Adventure,,7:54:21,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBksiBQnsU_Z1083v7Nz_DH,,,,,x,x,
XBONE,Sonic Mania Plus,,Platformer,,,,,,,,,x,,
XBONE,Tembo The Badass Elephant,,Platformer,,4:19:30,6,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAkd7nCKQEI2IFHFd6QYoWe,,,,,x,x,
XBONE,The Turing Test,,Puzzle Platformer,,5:20:18,7,https://youtu.be/9gXEpoTiiMU,,,,,x,x,
XBONE,The Witness,,Puzzle/Adventure,,19:28:36,8,https://youtu.be/-_ciO2S_5vE,,,,,x,x,
XBONE,Underwurlde,Rare Replay,Platformer,,,,,,,,,x,,
XBONE,Viva Piñata,Rare Replay,Virtual Pet,,50:00:00,8,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAe9-dKYG2SKECcA-OnGPoW,,,,,x,x,
XBONE,Viva Piñata: Trouble in Paradise,Rare Replay,Virtual Pet,,,,,,,,,x,,
XBONE,Wolfenstein: The Old Blood,,FPS,,,,,,,,,x,,
XBONE,WRC 6,,Racing,,17:53:24,5,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBfshTFTow6mUjyD_pY-YXc,,,,,x,x,
XBOX,007: Everything or Nothing,,Shooter,,,,,,,,,x,,
XBOX,Alien Hominid,,Shmup,,,,,,,,,x,,
XBOX,Amped (Freestyle Snowboarding),,Sports,,,,,,,,,x,,
XBOX,Blinx: The Time Sweeper,,Platformer,,,,,,,,,x,,
XBOX,Blood Omen 2,,Action/Adventure,,,,,,,,,x,,
XBOX,Brothers In Arms: Earned in Blood,,FPS,,,,,,,,,x,,
XBOX,Brothers In Arms: Road To Hill 30,,FPS,,,,,,,,,x,,
XBOX,Burnout 3: Takedown,,Racing,,,,,,,,,x,,
XBOX,Commandos 2: Men of Courage,,RTS,,,,,,,,,x,,
XBOX,Crash Bandicoot: Wrath of Cortex,,Platformer,,,,,,,,,x,,
XBOX,Dino Crisis 3,,Survival Horror,,,,,,,,,x,,
XBOX,FarCry Instincts Evolution,,FPS,,,,,,,,,x,,
XBOX,FIFA 06,,Sports,,,,,,,,,x,,
XBOX,FIFA Football 2005,,Sports,,,,,,,,,x,,
XBOX,Ghost Recon 2 ,,FPS,,,,,,,,,x,,
XBOX,Grand Theft Auto III,,Open World,,,,,,,,,x,,
XBOX,Grand Theft Auto: San Andreas,,Open World,,,,,,,,,x,,
XBOX,Grand Theft Auto: Vice City,,Open World,,,,,,,,,x,,
XBOX,Half-Life 2,,FPS,,,,,,,,,x,,
XBOX,HALO: Combat Evolved,,FPS,,,,,,,,,x,,
XBOX,Magic The Gathering: Battlegrounds,,RTS,,,,,,,,,x,,
XBOX,Mechassault,,Mech Fighting,,,,,,,,,x,,
XBOX,Medal of Honor: Rising Sun,,FPS,,,,,,,,,x,,
XBOX,Midtown Madness 3,,Racing,,8:03:58,9,https://www.youtube.com/playlist?list=PLlNqyLg7AQBBzpVnTgL3WE5LEiLdby4QB,,,,,x,x,
XBOX,NBA Live 2005,,Sports,,,,,,,,,x,,
XBOX,Need For Speed: Most Wanted,,Racing,,,,,,,,,x,,
XBOX,New Legends,,Action/Adventure,,,,,,,,,x,,
XBOX,NHL Rivals 2004,,Sports,,,,,,,,,x,,
XBOX,Ninja Gaiden,,Platformer,,,,,,,,,x,,
XBOX,Oddworld Munch's Oddysee,,Action/Adventure,,,,,,,,,x,,
XBOX,OutRun 2,,Racing,,,,,,,,,x,,
XBOX,Project Gotham Racing 2,,Racing,,23:51:53,7,https://www.youtube.com/playlist?list=PLlNqyLg7AQBAXkb1-eATrXzODVCAcjcQ2,,,,,x,x,
XBOX,Rainbow Six 3,,FPS,,,,,,,,,x,,
XBOX,Rainbow Six Lockdown,,FPS,,,,,,,,,x,,
XBOX,RalliSport Challenge,,Racing,,,,,,,,,x,,
XBOX,Return to Castle Wolfenstein: Tides of War,,FPS,,,,,,,,,x,,
XBOX,Secret Weapons over Normandy,,Flight Sim.,,,,,,,,,x,,
XBOX,SEGA GT Online,,Racing,,,,,,,,,x,,
XBOX,Silent Hill 4: The Room,,Survival Horror,,15:17:52,5,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDCd8WEfc6esvt5v-n6tPAU,,,,,x,x,
XBOX,Sonic Heroes,,Platformer,,19:25:30,2,https://www.youtube.com/playlist?list=PLlNqyLg7AQBDP_ZEXwclkOOPEGyJKssSQ,,,,,x,x,
XBOX,Spider-man,,Action/Adventure,,,,,,,,,x,,
XBOX,Splinter Cell,,Stealth Shooter,,,,,,,,,x,,
XBOX,Splinter Cell: Pandora Tomorrow,,Stealth Shooter,,,,,,,,,x,,
XBOX,SSX On Tour,,Sports,,,,,,,,,x,,
XBOX,SSX Tricky,,Sports,,,,,,,,,x,,
XBOX,Star Wars: Knights of the Old Republic,,RPG,,,,,,,,,x,,
XBOX,Star Wars: Obi-Wan,,Action/Adventure,,,,,,,,,x,,
XBOX,Star Wars: Republic Commando,,Action/Adventure,,,,,,,,,x,,
XBOX,TD Overdrive,,Racing,,5:13:05,3,https://youtu.be/PEA7WaRyS5I?list=PLlNqyLg7AQBBeMREnauxdro9QD2kQR_Hk,,,,,x,x,
XBOX,The Godfather,,Open World,,,,,,,,,x,,
XBOX,The Lord of the Rings: The Two Towers,,Action/Adventure,,4:35:53,6,https://youtu.be/6TwQrnDEzRg,,,,,x,x,
XBOX,The Warriors,,Action,,,,,,,,,x,,
XBOX,Toejam & Earl III: Mission to Earth,,Action/Adventure,,,,,,,,,x,,
XBOX,Tony Hawk's Pro Skater 4,,Sports,,,,,,,,,x,,
XBOX,Ty the Tasmanian Tiger,,Platformer,,11:08:49,7,https://youtu.be/iYutrQabN_g,,,,,x,x,
XBOX,Unreal Championship,,FPS,,4:26:57,5,https://youtu.be/zLkQVAsnKP4,,,,,x,x,
XBOX,Vexx,,Action/Adventure,,,,,,,,,x,,
XBOX,Whiplash,,Platformer,,,,,,,,,x,,
XBOX,World Racing,,Racing,,,,,,,,,x,,
XBOX,Wreckless: The Yakuza Missions,,Racing,,,,,,,,,x,,
XBOX,XIII,,FPS,,,,,,,,,x,,
,,,,,2595:04:50,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,1091
,,,,,,,,,,,,,,
,,,,,375,/,1466,,,,,,,